Name,Sweep (T1),,,
Date,8/28/2024,,,
Time,18:25:26,,,
Instrument,FPC1500 - 102769/003,,,
Firmware Version,V1.50,,,
Country of Origin,Czech Republic,,,
Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrogram,,,
Uplink,- - -,,,
Downlink,- - -,,,
Channel,- - -,,,
Center Frequency,1500000000,Hz,,
Frequency Offset,0,Hz,,
Span,3000000000,Hz,,
Ref Level,-10,dBm,,
Ref Offset,0,dB,,
Ref Position,1.00,,,
Range,137,dB,,
RF Attenuation,Manual,,,
RF Attenuator,0,dB,,
Pre-Amplifier,Off,,,
RF Input,50 Ω,,,
RBW,3000000,Hz,,
VBW,3000000,Hz,,
SWT,1,s,,
230964467.005076,-70.3592300415039,,,
233502538.071066,-70.607795715332,,,
236040609.137056,-70.0229263305664,,,
238578680.203046,-70.2186660766602,,,
241116751.269036,-69.2671737670898,,,
243654822.335025,-69.7774200439453,,,
246192893.401015,-71.3425445556641,,,
248730964.467005,-71.0758819580078,,,
251269035.532995,-68.8529052734375,,,
253807106.598985,-70.5947418212891,,,
256345177.664975,-69.0088653564453,,,
258883248.730964,-67.1830902099609,,,
261421319.796954,-65.9230880737305,,,
263959390.862944,-64.0600662231445,,,
266497461.928934,-60.3292770385742,,,
269035532.994924,-59.4902992248535,,,
271573604.060914,-60.3889617919922,,,
274111675.126904,-62.9443550109863,,,
276649746.192893,-62.6405792236328,,,
279187817.258883,-60.0500183105469,,,
281725888.324873,-60.817699432373,,,
284263959.390863,-57.7338562011719,,,
286802030.456853,-55.6767539978027,,,
289340101.522843,-55.9784851074219,,,
291878172.588833,-57.1450996398926,,,
294416243.654822,-60.5106239318848,,,
296954314.720812,-62.8226852416992,,,
299492385.786802,-64.1428680419922,,,
302030456.852792,-65.1318588256836,,,
304568527.918782,-64.6856842041016,,,
307106598.984772,-66.6891555786133,,,
309644670.050761,-70.1302108764648,,,
312182741.116751,-71.1065979003906,,,
314720812.182741,-71.956787109375,,,
317258883.248731,-72.6173324584961,,,
319796954.314721,-71.8034973144531,,,
322335025.380711,-70.3224487304688,,,
324873096.446701,-71.3557891845703,,,
327411167.51269,-71.3006057739258,,,
329949238.57868,-71.336311340332,,,
332487309.64467,-71.8649673461914,,,
335025380.71066,-70.4781112670898,,,
337563451.77665,-70.38671875,,,
340101522.84264,-71.7796936035156,,,
342639593.908629,-72.5730743408203,,,
345177664.974619,-72.1727066040039,,,
347715736.040609,-70.4506530761719,,,
350253807.106599,-71.0026168823242,,,
352791878.172589,-72.1021041870117,,,
355329949.238579,-69.60791015625,,,
357868020.304569,-71.0219116210938,,,
360406091.370558,-70.1010513305664,,,
362944162.436548,-71.3506774902344,,,
365482233.502538,-72.757942199707,,,
368020304.568528,-71.1730651855469,,,
370558375.634518,-70.7041320800781,,,
373096446.700508,-71.0937881469727,,,
375634517.766497,-69.8980941772461,,,
378172588.832487,-69.6998977661133,,,
380710659.898477,-70.10693359375,,,
383248730.964467,-73.9936676025391,,,
385786802.030457,-69.2343597412109,,,
388324873.096447,-69.0192108154297,,,
390862944.162437,-70.5827026367188,,,
393401015.228426,-66.3167724609375,,,
395939086.294416,-69.3678436279297,,,
398477157.360406,-70.8874053955078,,,
401015228.426396,-71.5566101074219,,,
403553299.492386,-71.7922515869141,,,
406091370.558376,-72.90380859375,,,
408629441.624366,-74.5079879760742,,,
411167512.690355,-72.2858581542969,,,
413705583.756345,-72.0106201171875,,,
416243654.822335,-74.2393417358398,,,
418781725.888325,-72.9701843261719,,,
421319796.954315,-74.0669784545898,,,
423857868.020305,-71.9887466430664,,,
426395939.086294,-73.5962219238281,,,
428934010.152284,-73.4985656738281,,,
431472081.218274,-73.563346862793,,,
434010152.284264,-73.8696823120117,,,
436548223.350254,-71.9702835083008,,,
439086294.416244,-73.0240020751953,,,
441624365.482234,-73.8965606689453,,,
444162436.548223,-72.2160339355469,,,
446700507.614213,-73.0467224121094,,,
449238578.680203,-74.313606262207,,,
451776649.746193,-73.6694717407227,,,
454314720.812183,-73.4173278808594,,,
456852791.878173,-74.0202331542969,,,
459390862.944162,-73.2527923583984,,,
461928934.010152,-70.1338500976563,,,
464467005.076142,-73.9242935180664,,,
467005076.142132,-73.7006301879883,,,
469543147.208122,-73.9163055419922,,,
472081218.274112,-74.2289657592773,,,
474619289.340102,-73.6185913085938,,,
477157360.406091,-73.4624786376953,,,
479695431.472081,-73.7245712280273,,,
482233502.538071,-74.1968612670898,,,
484771573.604061,-73.3680419921875,,,
487309644.670051,-74.5986328125,,,
489847715.736041,-74.2310333251953,,,
492385786.80203,-58.6624794006348,,,
494923857.86802,-56.9338874816895,,,
497461928.93401,-56.4585075378418,,,
500000000,-58.6250419616699,,,
502538071.06599,-59.708625793457,,,
505076142.13198,-65.8629608154297,,,
507614213.19797,-63.5126266479492,,,
510152284.263959,-66.0552139282227,,,
512690355.329949,-72.62255859375,,,
515228426.395939,-73.0628280639648,,,
517766497.461929,-72.6897277832031,,,
520304568.527919,-75.0220260620117,,,
522842639.593909,-74.2610321044922,,,
525380710.659898,-73.9754333496094,,,
527918781.725888,-74.2768325805664,,,
530456852.791878,-74.1052474975586,,,
532994923.857868,-73.5861740112305,,,
535532994.923858,-75.0909576416016,,,
538071065.989848,-73.8206481933594,,,
540609137.055838,-73.9760437011719,,,
543147208.121827,-73.8782501220703,,,
545685279.187817,-73.3004455566406,,,
548223350.253807,-73.410041809082,,,
550761421.319797,-72.9148101806641,,,
553299492.385787,-74.0538558959961,,,
555837563.451777,-73.1224975585938,,,
558375634.517766,-73.9080810546875,,,
560913705.583756,-73.6311264038086,,,
563451776.649746,-73.5530853271484,,,
565989847.715736,-73.6880874633789,,,
568527918.781726,-73.7972717285156,,,
571065989.847716,-74.5499572753906,,,
573604060.913706,-73.2094421386719,,,
576142131.979695,-74.408088684082,,,
578680203.045685,-72.8446807861328,,,
581218274.111675,-73.6155090332031,,,
583756345.177665,-74.0478973388672,,,
586294416.243655,-73.1420364379883,,,
588832487.309645,-58.9792900085449,,,
591370558.375635,-57.5581741333008,,,
593908629.441624,-57.3995056152344,,,
596446700.507614,-59.7674331665039,,,
598984771.573604,-68.1995849609375,,,
601522842.639594,-70.5080490112305,,,
604060913.705584,-66.4119873046875,,,
606598984.771574,-61.2926864624023,,,
609137055.837564,-62.7187309265137,,,
611675126.903553,-62.8490982055664,,,
614213197.969543,-66.2532272338867,,,
616751269.035533,-74.266242980957,,,
619289340.101523,-72.7917861938477,,,
621827411.167513,-69.1045379638672,,,
624365482.233503,-69.5124206542969,,,
626903553.299492,-69.7604293823242,,,
629441624.365482,-71.2377548217773,,,
631979695.431472,-73.9519348144531,,,
634517766.497462,-72.8703002929688,,,
637055837.563452,-68.0558013916016,,,
639593908.629442,-68.8281478881836,,,
642131979.695431,-72.5274429321289,,,
644670050.761421,-70.3372268676758,,,
647208121.827411,-72.800422668457,,,
649746192.893401,-72.8238296508789,,,
652284263.959391,-70.2813949584961,,,
654822335.025381,-69.7539596557617,,,
657360406.091371,-70.8257293701172,,,
659898477.15736,-65.8688659667969,,,
662436548.22335,-70.223747253418,,,
664974619.28934,-72.88916015625,,,
667512690.35533,-72.506950378418,,,
670050761.42132,-68.2429428100586,,,
672588832.48731,-69.2224807739258,,,
675126903.5533,-70.0370635986328,,,
677664974.619289,-69.4035797119141,,,
680203045.685279,-70.1411514282227,,,
682741116.751269,-69.7937927246094,,,
685279187.817259,-68.8484573364258,,,
687817258.883249,-70.6238632202148,,,
690355329.949239,-71.3431167602539,,,
692893401.015228,-71.3648376464844,,,
695431472.081218,-72.9410858154297,,,
697969543.147208,-72.0483627319336,,,
700507614.213198,-73.8600387573242,,,
703045685.279188,-73.2840423583984,,,
705583756.345178,-73.1590576171875,,,
708121827.411168,-73.7704772949219,,,
710659898.477157,-73.5662155151367,,,
713197969.543147,-73.1684188842773,,,
715736040.609137,-73.0863647460938,,,
718274111.675127,-72.5841827392578,,,
720812182.741117,-72.4623413085938,,,
723350253.807107,-73.4508743286133,,,
725888324.873096,-72.3318634033203,,,
728426395.939086,-72.8409271240234,,,
730964467.005076,-73.7370681762695,,,
733502538.071066,-72.790153503418,,,
736040609.137056,-73.1722259521484,,,
738578680.203046,-73.0157089233398,,,
741116751.269036,-72.2834548950195,,,
743654822.335025,-72.2137451171875,,,
746192893.401015,-73.1292419433594,,,
748730964.467005,-71.3024826049805,,,
751269035.532995,-72.0616607666016,,,
753807106.598985,-73.0210342407227,,,
756345177.664975,-36.3725738525391,,,
758883248.730964,-31.5763454437256,,,
761421319.796954,-26.7212944030762,,,
763959390.862944,-30.4517440795898,,,
766497461.928934,-30.2159976959229,,,
769035532.994924,-40.7115058898926,,,
771573604.060914,-71.5509414672852,,,
774111675.126904,-70.6780776977539,,,
776649746.192893,-65.9110717773438,,,
779187817.258883,-68.0758438110352,,,
781725888.324873,-64.3623809814453,,,
784263959.390863,-64.4999313354492,,,
786802030.456853,-70.1348266601563,,,
789340101.522843,-36.4329605102539,,,
791878172.588833,-28.6021118164063,,,
794416243.654822,-28.8196067810059,,,
796954314.720812,-26.6978969573975,,,
799492385.786802,-26.8299713134766,,,
802030456.852792,-25.8672122955322,,,
804568527.918782,-26.9774608612061,,,
807106598.984772,-28.7574844360352,,,
809644670.050761,-31.9078140258789,,,
812182741.116751,-32.8147850036621,,,
814720812.182741,-33.6395606994629,,,
817258883.248731,-34.1218948364258,,,
819796954.314721,-35.3651084899902,,,
822335025.380711,-46.209587097168,,,
824873096.446701,-73.169792175293,,,
827411167.51269,-72.9424362182617,,,
829949238.57868,-73.1116333007813,,,
832487309.64467,-72.287223815918,,,
835025380.71066,-72.9931335449219,,,
837563451.77665,-73.1283416748047,,,
840101522.84264,-73.7237243652344,,,
842639593.908629,-73.6977767944336,,,
845177664.974619,-73.2129745483398,,,
847715736.040609,-73.363166809082,,,
850253807.106599,-73.4899063110352,,,
852791878.172589,-73.1637191772461,,,
855329949.238579,-73.1718597412109,,,
857868020.304569,-71.9992294311523,,,
860406091.370558,-71.7994766235352,,,
862944162.436548,-73.1112747192383,,,
865482233.502538,-72.9947357177734,,,
868020304.568528,-71.7187194824219,,,
870558375.634518,-73.4002075195313,,,
873096446.700508,-73.1174697875977,,,
875634517.766497,-73.4936752319336,,,
878172588.832487,-73.7102355957031,,,
880710659.898477,-72.9657211303711,,,
883248730.964467,-73.8063354492188,,,
885786802.030457,-73.4571914672852,,,
888324873.096447,-72.6977462768555,,,
890862944.162437,-73.5577926635742,,,
893401015.228426,-73.7692718505859,,,
895939086.294416,-73.2736053466797,,,
898477157.360406,-73.1365203857422,,,
901015228.426396,-73.5859375,,,
903553299.492386,-73.6262130737305,,,
906091370.558376,-73.3644943237305,,,
908629441.624365,-73.8937301635742,,,
911167512.690355,-73.2289199829102,,,
913705583.756345,-72.7447662353516,,,
916243654.822335,-73.2292785644531,,,
918781725.888325,-74.0942535400391,,,
921319796.954315,-72.3729019165039,,,
923857868.020305,-33.1335258483887,,,
926395939.086294,-26.5025043487549,,,
928934010.152284,-31.0536308288574,,,
931472081.218274,-45.3772163391113,,,
934010152.284264,-45.0054016113281,,,
936548223.350254,-39.4978942871094,,,
939086294.416244,-47.2635078430176,,,
941624365.482234,-67.1987228393555,,,
944162436.548223,-67.4413604736328,,,
946700507.614213,-65.5016250610352,,,
949238578.680203,-34.2433128356934,,,
951776649.746193,-30.8238697052002,,,
954314720.812183,-33.7472229003906,,,
956852791.878173,-38.543888092041,,,
959390862.944162,-57.4792747497559,,,
961928934.010152,-73.5786895751953,,,
964467005.076142,-74.5809783935547,,,
967005076.142132,-74.0369415283203,,,
969543147.208122,-74.3304138183594,,,
972081218.274112,-72.9757537841797,,,
974619289.340101,-74.3829727172852,,,
977157360.406091,-74.8523101806641,,,
979695431.472081,-73.4323043823242,,,
982233502.538071,-74.4262237548828,,,
984771573.604061,-74.4226379394531,,,
987309644.670051,-73.6527709960938,,,
989847715.736041,-73.9648895263672,,,
992385786.80203,-74.3185958862305,,,
994923857.86802,-74.1098556518555,,,
997461928.93401,-75.2297134399414,,,
1000000000,-74.7577590942383,,,
1002538071.06599,-74.5989303588867,,,
1005076142.13198,-75.3481979370117,,,
1007614213.19797,-75.5529098510742,,,
1010152284.26396,-75.2708435058594,,,
1012690355.32995,-74.8274230957031,,,
1015228426.39594,-75.3473815917969,,,
1017766497.46193,-76.1090087890625,,,
1020304568.52792,-75.37939453125,,,
1022842639.59391,-75.4209136962891,,,
1025380710.6599,-74.6189575195313,,,
1027918781.72589,-74.7791748046875,,,
1030456852.79188,-75.4282150268555,,,
1032994923.85787,-75.6152725219727,,,
1035532994.92386,-75.0156631469727,,,
1038071065.98985,-75.9492721557617,,,
1040609137.05584,-74.1233291625977,,,
1043147208.12183,-75.3799285888672,,,
1045685279.18782,-74.834831237793,,,
1048223350.25381,-74.7443923950195,,,
1050761421.3198,-75.6293334960938,,,
1053299492.38579,-75.4840545654297,,,
1055837563.45178,-74.9548187255859,,,
1058375634.51777,-74.130500793457,,,
1060913705.58376,-75.5828628540039,,,
1063451776.64975,-75.3416366577148,,,
1065989847.71574,-75.7173080444336,,,
1068527918.78173,-75.0349655151367,,,
1071065989.84772,-75.7739715576172,,,
1073604060.91371,-74.8710632324219,,,
1076142131.9797,-74.8567733764648,,,
1078680203.04569,-75.4070587158203,,,
1081218274.11168,-75.3011856079102,,,
1083756345.17767,-75.6227493286133,,,
1086294416.24365,-75.0298385620117,,,
1088832487.30964,-75.5981063842773,,,
1091370558.37563,-75.1136322021484,,,
1093908629.44162,-74.3054962158203,,,
1096446700.50761,-74.6645202636719,,,
1098984771.5736,-74.5638580322266,,,
1101522842.63959,-75.0762100219727,,,
1104060913.70558,-75.2193450927734,,,
1106598984.77157,-75.2318649291992,,,
1109137055.83756,-74.7730712890625,,,
1111675126.90355,-74.1790008544922,,,
1114213197.96954,-75.0881195068359,,,
1116751269.03553,-74.4571838378906,,,
1119289340.10152,-75.5577850341797,,,
1121827411.16751,-74.2351379394531,,,
1124365482.2335,-74.8576202392578,,,
1126903553.29949,-74.5485534667969,,,
1129441624.36548,-74.7696685791016,,,
1131979695.43147,-74.6180953979492,,,
1134517766.49746,-75.1786651611328,,,
1137055837.56345,-75.8978500366211,,,
1139593908.62944,-75.2892684936523,,,
1142131979.69543,-74.8234252929688,,,
1144670050.76142,-75.1565093994141,,,
1147208121.82741,-75.7116470336914,,,
1149746192.8934,-75.5821990966797,,,
1152284263.95939,-75.0738906860352,,,
1154822335.02538,-75.399528503418,,,
1157360406.09137,-75.4581604003906,,,
1159898477.15736,-75.4427032470703,,,
1162436548.22335,-75.0426406860352,,,
1164974619.28934,-73.422248840332,,,
1167512690.35533,-75.4837417602539,,,
1170050761.42132,-75.5673980712891,,,
1172588832.48731,-75.2536773681641,,,
1175126903.5533,-74.9756546020508,,,
1177664974.61929,-75.7378082275391,,,
1180203045.68528,-75.4114990234375,,,
1182741116.75127,-74.8286514282227,,,
1185279187.81726,-75.4050140380859,,,
1187817258.88325,-74.9123916625977,,,
1190355329.94924,-75.3683471679688,,,
1192893401.01523,-74.0376586914063,,,
1195431472.08122,-74.7445678710938,,,
1197969543.14721,-75.0224609375,,,
1200507614.2132,-75.060173034668,,,
1203045685.27919,-74.6447143554688,,,
1205583756.34518,-74.2138748168945,,,
1208121827.41117,-75.0053863525391,,,
1210659898.47716,-75.4386825561523,,,
1213197969.54315,-74.2731552124023,,,
1215736040.60914,-74.9954223632813,,,
1218274111.67513,-75.3305130004883,,,
1220812182.74112,-74.4075012207031,,,
1223350253.80711,-74.1085586547852,,,
1225888324.8731,-75.1749725341797,,,
1228426395.93909,-74.9636459350586,,,
1230964467.00508,-75.2460174560547,,,
1233502538.07107,-74.507080078125,,,
1236040609.13706,-75.1553039550781,,,
1238578680.20305,-75.0623550415039,,,
1241116751.26904,-74.0979461669922,,,
1243654822.33503,-75.155143737793,,,
1246192893.40102,-75.2938842773438,,,
1248730964.46701,-73.8136520385742,,,
1251269035.53299,-75.1840362548828,,,
1253807106.59898,-75.2974700927734,,,
1256345177.66497,-75.3545913696289,,,
1258883248.73096,-75.0346908569336,,,
1261421319.79695,-75.4206008911133,,,
1263959390.86294,-75.5954437255859,,,
1266497461.92893,-74.2962417602539,,,
1269035532.99492,-75.0302963256836,,,
1271573604.06091,-74.5851516723633,,,
1274111675.1269,-74.9712524414063,,,
1276649746.19289,-75.2055358886719,,,
1279187817.25888,-75.1554107666016,,,
1281725888.32487,-75.5071640014648,,,
1284263959.39086,-74.1878051757813,,,
1286802030.45685,-74.6422271728516,,,
1289340101.52284,-74.9191818237305,,,
1291878172.58883,-75.6876678466797,,,
1294416243.65482,-74.1732788085938,,,
1296954314.72081,-73.4485015869141,,,
1299492385.7868,-75.5802917480469,,,
1302030456.85279,-75.2180862426758,,,
1304568527.91878,-74.3938064575195,,,
1307106598.98477,-74.8161849975586,,,
1309644670.05076,-75.1470260620117,,,
1312182741.11675,-74.9912261962891,,,
1314720812.18274,-75.0035400390625,,,
1317258883.24873,-75.3857650756836,,,
1319796954.31472,-74.9147796630859,,,
1322335025.38071,-74.5940704345703,,,
1324873096.4467,-74.808967590332,,,
1327411167.51269,-74.7501068115234,,,
1329949238.57868,-74.9967422485352,,,
1332487309.64467,-74.7493591308594,,,
1335025380.71066,-74.1016616821289,,,
1337563451.77665,-74.9536514282227,,,
1340101522.84264,-75.2703094482422,,,
1342639593.90863,-75.2683715820313,,,
1345177664.97462,-75.2551879882813,,,
1347715736.04061,-75.1723480224609,,,
1350253807.1066,-74.8407745361328,,,
1352791878.17259,-75.53759765625,,,
1355329949.23858,-74.6379852294922,,,
1357868020.30457,-75.3138427734375,,,
1360406091.37056,-74.7047271728516,,,
1362944162.43655,-75.4358749389648,,,
1365482233.50254,-75.053596496582,,,
1368020304.56853,-74.8168411254883,,,
1370558375.63452,-75.6494903564453,,,
1373096446.70051,-75.9636459350586,,,
1375634517.7665,-74.8849945068359,,,
1378172588.83249,-75.5509262084961,,,
1380710659.89848,-75.1492767333984,,,
1383248730.96447,-74.8621139526367,,,
1385786802.03046,-74.4014739990234,,,
1388324873.09645,-73.900634765625,,,
1390862944.16244,-76.0560836791992,,,
1393401015.22843,-75.1589508056641,,,
1395939086.29442,-75.2562942504883,,,
1398477157.36041,-75.2031936645508,,,
1401015228.4264,-75.322509765625,,,
1403553299.49239,-75.3410797119141,,,
1406091370.55838,-75.8217315673828,,,
1408629441.62437,-75.199592590332,,,
1411167512.69036,-74.6030426025391,,,
1413705583.75635,-75.5832214355469,,,
1416243654.82234,-74.4583358764648,,,
1418781725.88832,-75.4627685546875,,,
1421319796.95431,-74.6918869018555,,,
1423857868.0203,-73.8458709716797,,,
1426395939.08629,-75.802604675293,,,
1428934010.15228,-75.2535018920898,,,
1431472081.21827,-75.2201919555664,,,
1434010152.28426,-75.1838607788086,,,
1436548223.35025,-75.09912109375,,,
1439086294.41624,-75.1594696044922,,,
1441624365.48223,-75.5472793579102,,,
1444162436.54822,-75.276969909668,,,
1446700507.61421,-75.4775466918945,,,
1449238578.6802,-74.0293960571289,,,
1451776649.74619,-75.5005950927734,,,
1454314720.81218,-75.5611801147461,,,
1456852791.87817,-74.7547378540039,,,
1459390862.94416,-75.7024002075195,,,
1461928934.01015,-75.3345108032227,,,
1464467005.07614,-75.6546478271484,,,
1467005076.14213,-75.5756072998047,,,
1469543147.20812,-74.3741836547852,,,
1472081218.27411,-75.3191375732422,,,
1474619289.3401,-75.1483688354492,,,
1477157360.40609,-75.1063537597656,,,
1479695431.47208,-75.0096282958984,,,
1482233502.53807,-75.310188293457,,,
1484771573.60406,-75.518310546875,,,
1487309644.67005,-75.2302627563477,,,
1489847715.73604,-75.7843017578125,,,
1492385786.80203,-75.474739074707,,,
1494923857.86802,-74.6200180053711,,,
1497461928.93401,-75.4770660400391,,,
1500000000,-74.9654312133789,,,
1502538071.06599,-75.334098815918,,,
1505076142.13198,-75.4771957397461,,,
1507614213.19797,-74.9668655395508,,,
1510152284.26396,-74.9553985595703,,,
1512690355.32995,-74.8213424682617,,,
1515228426.39594,-74.7847366333008,,,
1517766497.46193,-75.3249969482422,,,
1520304568.52792,-75.3387756347656,,,
1522842639.59391,-75.8230438232422,,,
1525380710.6599,-74.6662902832031,,,
1527918781.72589,-75.8867797851563,,,
1530456852.79188,-75.2387161254883,,,
1532994923.85787,-74.5498275756836,,,
1535532994.92386,-75.5820083618164,,,
1538071065.98985,-75.4426651000977,,,
1540609137.05584,-75.5829238891602,,,
1543147208.12183,-75.4365615844727,,,
1545685279.18782,-73.0385894775391,,,
1548223350.25381,-74.1765899658203,,,
1550761421.3198,-74.5577392578125,,,
1553299492.38579,-74.4561920166016,,,
1555837563.45178,-75.3260650634766,,,
1558375634.51777,-75.2062835693359,,,
1560913705.58376,-75.4662857055664,,,
1563451776.64975,-75.0005111694336,,,
1565989847.71574,-75.1467132568359,,,
1568527918.78173,-75.2472152709961,,,
1571065989.84772,-75.6142425537109,,,
1573604060.91371,-75.2730331420898,,,
1576142131.9797,-75.6757431030273,,,
1578680203.04569,-75.3287200927734,,,
1581218274.11168,-75.1850204467773,,,
1583756345.17767,-75.3324432373047,,,
1586294416.24365,-75.2750854492188,,,
1588832487.30964,-74.879638671875,,,
1591370558.37563,-74.5487213134766,,,
1593908629.44162,-75.1315307617188,,,
1596446700.50761,-75.2198867797852,,,
1598984771.5736,-74.4934692382813,,,
1601522842.63959,-75.0081100463867,,,
1604060913.70558,-74.6553802490234,,,
1606598984.77157,-75.5438079833984,,,
1609137055.83756,-75.0488433837891,,,
1611675126.90355,-74.9028396606445,,,
1614213197.96954,-73.8466262817383,,,
1616751269.03553,-75.0544204711914,,,
1619289340.10152,-74.2636260986328,,,
1621827411.16751,-74.8273849487305,,,
1624365482.2335,-75.3758010864258,,,
1626903553.29949,-75.2002563476563,,,
1629441624.36548,-75.4192123413086,,,
1631979695.43147,-74.4900360107422,,,
1634517766.49746,-75.4321823120117,,,
1637055837.56345,-75.5046615600586,,,
1639593908.62944,-73.6154098510742,,,
1642131979.69543,-74.5623397827148,,,
1644670050.76142,-75.2289810180664,,,
1647208121.82741,-74.6058502197266,,,
1649746192.8934,-74.8060607910156,,,
1652284263.95939,-75.2779006958008,,,
1654822335.02538,-74.5328750610352,,,
1657360406.09137,-74.5107269287109,,,
1659898477.15736,-73.3089370727539,,,
1662436548.22335,-74.9186782836914,,,
1664974619.28934,-74.4957962036133,,,
1667512690.35533,-74.9035263061523,,,
1670050761.42132,-74.8340301513672,,,
1672588832.48731,-74.7101440429688,,,
1675126903.5533,-74.5066146850586,,,
1677664974.61929,-73.7608947753906,,,
1680203045.68528,-75.0225677490234,,,
1682741116.75127,-73.8816528320313,,,
1685279187.81726,-74.1421356201172,,,
1687817258.88325,-74.0168304443359,,,
1690355329.94924,-74.5469284057617,,,
1692893401.01523,-74.0351257324219,,,
1695431472.08122,-74.3372421264648,,,
1697969543.14721,-74.670036315918,,,
1700507614.2132,-74.6883926391602,,,
1703045685.27919,-74.3740615844727,,,
1705583756.34518,-73.7503051757813,,,
1708121827.41117,-73.9315795898438,,,
